LIST_NUM,COND,COND_markingSameDiff,CONSTR,ItemNum_withinconstr,ItemNum,TYPE1,TYPE1_sameconstr,TYPE2,TYPE3,ANS,SENTENCE1,SENTENCE2
3,ActPas_SEM,ActPas_SEM_DIFF,ActPass,34,34,passive,1,occ-name,verb_switch,DIF,The demonstrator was quoted by Donna.,The demonstrator was shoved by Donna.
3,ActPas_SEM,ActPas_SEM_DIFF,ActPass,38,38,passive,1,occ-name,noun_switch,DIF,The barber was found by Steven.,The robber was found by Steven.
3,ActPas_SEM,ActPas_SEM_SAME,ActPass,3,3,active,1,name-occ,noun_synon,SAME,Mary visited the principal.,Mary visited the headmaster.
3,ActPas_SEM,ActPas_SEM_SAME,ActPass,7,7,active,1,name-occ,verb_synon,SAME,Linda rescued the volunteer.,Linda saved the volunteer.
3,ActPas_SEM,ActPas_SEM_SAME,ActPass,11,11,active,1,name-occ,noun_synon,SAME,Elizabeth disliked the proprietor.,Elizabeth disliked the owner.
3,ActPas_SEM,ActPas_SEM_SAME,ActPass,15,15,active,1,name-occ,noun_synon,SAME,Maria trusted the interpreter.,Maria trusted the translator.
3,ActPas_SEM,ActPas_SEM_SAME,ActPass,19,19,active,1,name-occ,verb_synon,SAME,Margaret misinformed the sponsor.,Margaret mislead the sponsor.
3,ActPas_SEM,ActPas_SEM_SAME,ActPass,23,23,passive,1,name-occ,noun_synon,SAME,Lisa was discouraged by the spy.,Lisa was discouraged by the informer.
3,ActPas_SEM,ActPas_SEM_SAME,ActPass,27,27,passive,1,name-occ,verb_synon,SAME,Daniel was called by the decorator.,Daniel was telephoned by the decorator.
3,ActPas_SEM,ActPas_SEM_SAME,ActPass,31,31,passive,1,name-occ,noun_synon,SAME,Mark was encouraged by the apprentice.,Mark was encouraged by the intern.
3,ActPas_SEM,ActPas_SEM_SAME,ActPass,35,35,passive,1,name-occ,noun_synon,SAME,Richard was noticed by the thief.,Richard was noticed by the robber.
3,ActPas_SEM,ActPas_SEM_SAME,ActPass,39,39,passive,1,name-occ,verb_synon,SAME,Mark was hugged by the cashier.,Mark was embraced by the cashier.
3,ActPas_SYNT,ActPas_SYNT_DIFF,ActPass,4,4,active,1,occ-name,NA,DIF,The bystander overheard James.,James overheard the bystander.
3,ActPas_SYNT,ActPas_SYNT_DIFF,ActPass,8,8,active,1,occ-name,NA,DIF,The electrician interrogated Robert.,Robert interrogated the electrician.
3,ActPas_SYNT,ActPas_SYNT_DIFF,ActPass,12,12,active,0,occ-name,NA,DIF,The courier belittled William.,The courier was belittled by William.
3,ActPas_SYNT,ActPas_SYNT_DIFF,ActPass,16,16,active,0,occ-name,NA,DIF,The florist employed George.,The florist was employed by George.
3,ActPas_SYNT,ActPas_SYNT_DIFF,ActPass,20,20,active,0,occ-name,NA,DIF,The performer drew Joseph.,The performer was drawn by Joseph.
3,ActPas_SYNT,ActPas_SYNT_DIFF,ActPass,24,24,passive,0,occ-name,NA,DIF,The prisoner was seen by Nancy.,The prisoner saw Nancy.
3,ActPas_SYNT,ActPas_SYNT_DIFF,ActPass,28,28,passive,0,occ-name,NA,DIF,The pop-star was rushed by Lauren.,The pop-star rushed Lauren.
3,ActPas_SYNT,ActPas_SYNT_DIFF,ActPass,32,32,passive,1,occ-name,NA,DIF,The housekeeper was thanked by Sandra.,Sandra was thanked by the housekeeper.
3,ActPas_SYNT,ActPas_SYNT_DIFF,ActPass,36,36,passive,1,occ-name,NA,DIF,The repairman was chastised by Kenneth.,Kenneth was chastised by the repairman.
3,ActPas_SYNT,ActPas_SYNT_DIFF,ActPass,40,40,passive,1,occ-name,NA,DIF,The sailor was helped by Thomas.,Thomas was helped by the sailor.
3,ActPas_SYNT,ActPas_SYNT_SAME,ActPass,1,1,active,0,name-occ,NA,SAME,Anna invited the composer.,The composer was invited by Anna.
3,ActPas_SYNT,ActPas_SYNT_SAME,ActPass,5,5,active,0,name-occ,NA,SAME,Patricia praised the magician.,The magician was praised by Patricia.
3,ActPas_SYNT,ActPas_SYNT_SAME,ActPass,9,9,active,0,name-occ,NA,SAME,Barbara angered the pharmacist.,The pharmacist was angered by Barbara.
3,ActPas_SYNT,ActPas_SYNT_SAME,ActPass,13,13,active,0,name-occ,NA,SAME,Jennifer criticized the secretary.,The secretary was criticized by Jennifer.
3,ActPas_SYNT,ActPas_SYNT_SAME,ActPass,17,17,active,0,name-occ,NA,SAME,Susan cautioned the waiter.,The waiter was cautioned by Susan.
3,ActPas_SYNT,ActPas_SYNT_SAME,ActPass,21,21,passive,0,name-occ,NA,SAME,Dorothy was respected by the attorney.,The attorney respected Dorothy.
3,ActPas_SYNT,ActPas_SYNT_SAME,ActPass,25,25,passive,0,name-occ,NA,SAME,Christopher was convinced by the vocalist.,The vocalist convinced Christopher.
3,ActPas_SYNT,ActPas_SYNT_SAME,ActPass,29,29,passive,0,name-occ,NA,SAME,Paul was blamed by the playwright.,The playwright blamed Paul.
3,ActPas_SYNT,ActPas_SYNT_SAME,ActPass,33,33,passive,0,name-occ,NA,SAME,Ruth was congratulated by the newscaster.,The newscaster congratulated Ruth.
3,ActPas_SYNT,ActPas_SYNT_SAME,ActPass,37,37,passive,0,name-occ,NA,SAME,Carol was chosen by the banker.,The banker chose Carol.
3,DOPP_SEM,DOPP_SEM_DIFF,DOPP,2,42,DblObj,1,occ-name,occup_switch,DIF,The woodworker sent James a package.,The accountant sent James a package.
3,DOPP_SEM,DOPP_SEM_DIFF,DOPP,6,46,DblObj,1,occ-name,obj_switch,DIF,The mechanic showed Pamela the automobile.,The mechanic showed Pamela the jet.
3,DOPP_SEM,DOPP_SEM_DIFF,DOPP,10,50,DblObj,1,occ-name,occup_switch,DIF,The analyst promised Andrew a report.,The drummer promised Andrew a report.
3,DOPP_SEM,DOPP_SEM_DIFF,DOPP,14,54,DblObj,1,occ-name,obj_switch,DIF,The filmmaker mailed Eric the script.,The filmmaker mailed Eric the assignment.
3,DOPP_SEM,DOPP_SEM_DIFF,DOPP,18,58,DblObj,1,occ-name,occup_switch,DIF,The jeweler slipped Jeffrey a note.,The specialist slipped Jeffrey a note.
3,DOPP_SEM,DOPP_SEM_DIFF,DOPP,22,62,PP,1,occ-name,occup_switch,DIF,The bookkeeper loaned a calculator to Angela.,The lecturer loaned a calculator to Angela.
3,DOPP_SEM,DOPP_SEM_DIFF,DOPP,26,66,PP,1,occ-name,obj_switch,DIF,The teacher passed the homework to Frank.,The teacher passed the film to Frank.
3,DOPP_SEM,DOPP_SEM_DIFF,DOPP,30,70,PP,1,occ-name,occup_switch,DIF,The percussionist sent an invitation to Laura.,The journalist sent an invitation to Laura.
3,DOPP_SEM,DOPP_SEM_DIFF,DOPP,34,74,PP,1,occ-name,obj_switch,DIF,The author showed the room to Jason.,The author showed the letter to Jason.
3,DOPP_SEM,DOPP_SEM_DIFF,DOPP,38,78,PP,1,occ-name,occup_switch,DIF,The millionaire sold the house to Anthony.,The psychiatrist sold the house to Anthony.
3,DOPP_SEM,DOPP_SEM_SAME,DOPP,3,43,DblObj,1,name-occ,occup_synon,SAME,Patricia handed the cleaner the keys.,Patricia handed the janitor the keys.
3,DOPP_SEM,DOPP_SEM_SAME,DOPP,7,47,DblObj,1,name-occ,obj_synon,SAME,Jerry provided the celebrity an airplane.,Jerry provided the celebrity a jet.
3,DOPP_SEM,DOPP_SEM_SAME,DOPP,11,51,DblObj,1,name-occ,occup_synon,SAME,Brenda read the expert a passage.,Brenda read the specialist a passage.
3,DOPP_SEM,DOPP_SEM_SAME,DOPP,15,55,DblObj,1,name-occ,occup_synon,SAME,Gregory issued the dressmaker a check.,Gregory issued the tailor a check.
3,DOPP_SEM,DOPP_SEM_SAME,DOPP,19,59,DblObj,1,name-occ,obj_synon,SAME,Melissa shipped the dealer some merchandise.,Melissa shipped the dealer some products.
3,DOPP_SEM,DOPP_SEM_SAME,DOPP,23,63,PP,1,name-occ,occup_synon,SAME,Michelle delivered a payment to the therapist.,Michelle delivered a payment to the psychiatrist.
3,DOPP_SEM,DOPP_SEM_SAME,DOPP,27,67,PP,1,name-occ,obj_synon,SAME,Joseph lent a movie to the coach.,Joseph lent a film to the coach.
3,DOPP_SEM,DOPP_SEM_SAME,DOPP,31,71,PP,1,name-occ,obj_synon,SAME,Matthew threw some flowers to the actress.,Matthew threw a bouquet to the actress.
3,DOPP_SEM,DOPP_SEM_SAME,DOPP,35,75,PP,1,name-occ,occup_synon,SAME,Kimberly mailed the records to the policeman.,Kimberly mailed the records to the cop.
3,DOPP_SEM,DOPP_SEM_SAME,DOPP,39,79,PP,1,name-occ,obj_synon,SAME,Gary threw the jacket to the manager.,Gary threw the coat to the manager.
3,DOPP_SYNT,DOPP_SYNT_DIFF,DOPP,4,44,DblObj,1,occ-name,NA,DIF,The professor loaned Joshua a dictionary,Joshua loaned the professor a dictionary.
3,DOPP_SYNT,DOPP_SYNT_DIFF,DOPP,8,48,DblObj,1,occ-name,NA,DIF,The woman sold Anna a dress.,Anna sold the woman a dress.
3,DOPP_SYNT,DOPP_SYNT_DIFF,DOPP,12,52,DblObj,0,occ-name,NA,DIF,The chauffeur brought Frank the limousine.,Frank brought the limousine to the chauffeur.
3,DOPP_SYNT,DOPP_SYNT_DIFF,DOPP,16,56,DblObj,0,occ-name,NA,DIF,The neighbor brought Stephen a magazine.,Stephen brought a magazine to the neighbor.
3,DOPP_SYNT,DOPP_SYNT_DIFF,DOPP,20,60,DblObj,0,occ-name,NA,DIF,The judge handed Virginia the revolver.,Virginia handed the revolver to the judge.
3,DOPP_SYNT,DOPP_SYNT_DIFF,DOPP,24,64,PP,1,occ-name,NA,DIF,The dancer tossed the costume to Amy.,Amy tossed the costume to the dancer.
3,DOPP_SYNT,DOPP_SYNT_DIFF,DOPP,28,68,PP,1,occ-name,NA,DIF,The prosecutor delivered a message to Timothy.,Timothy delivered a message to the prosecutor.
3,DOPP_SYNT,DOPP_SYNT_DIFF,DOPP,32,72,PP,0,occ-name,NA,DIF,The shepherd provided some compensation to Deborah.,Deborah provided the shepherd some compensation.
3,DOPP_SYNT,DOPP_SYNT_DIFF,DOPP,36,76,PP,0,occ-name,NA,DIF,The distributor shipped a box to Shirley.,Shirley shipped the distributor a box.
3,DOPP_SYNT,DOPP_SYNT_DIFF,DOPP,40,80,PP,0,occ-name,NA,DIF,The visitor gave a gift to Natalie.,Natalie gave the visitor a gift.
3,DOPP_SYNT,DOPP_SYNT_SAME,DOPP,1,41,DblObj,0,name-occ,NA,SAME,Amanda lent the cook some money.,Amanda lent some money to the cook.
3,DOPP_SYNT,DOPP_SYNT_SAME,DOPP,5,45,DblObj,0,name-occ,NA,SAME,Martha tossed the artist a pen.,Martha tossed a pen to the artist.
3,DOPP_SYNT,DOPP_SYNT_SAME,DOPP,9,49,DblObj,0,name-occ,NA,SAME,Kathleen gave the agent a picture.,Kathleen gave a picture to the agent.
3,DOPP_SYNT,DOPP_SYNT_SAME,DOPP,13,53,DblObj,0,name-occ,NA,SAME,Rebecca promised the runner some water.,Rebecca promised some water to the runner.
3,DOPP_SYNT,DOPP_SYNT_SAME,DOPP,17,57,DblObj,0,name-occ,NA,SAME,Larry offered the customer a prize.,Larry offered a prize to the customer.
3,DOPP_SYNT,DOPP_SYNT_SAME,DOPP,21,61,PP,0,name-occ,NA,SAME,Emily passed a towel to the fighter.,Emily passed the fighter a towel.
3,DOPP_SYNT,DOPP_SYNT_SAME,DOPP,25,65,PP,0,name-occ,NA,SAME,Cynthia read the request to the reporter.,Cynthia read the reporter the request.
3,DOPP_SYNT,DOPP_SYNT_SAME,DOPP,29,69,PP,0,name-occ,NA,SAME,Kevin slipped the reimbursement to the photographer.,Kevin slipped the photographer the reimbursement.
3,DOPP_SYNT,DOPP_SYNT_SAME,DOPP,33,73,PP,0,name-occ,NA,SAME,Jessica offered a lollipop to the kid.,Jessica offered the kid a lollipop.
3,DOPP_SYNT,DOPP_SYNT_SAME,DOPP,37,77,PP,0,name-occ,NA,SAME,Sarah issued an outfit to the waitress.,Sarah issued the waitress an outfit.
4,ActPas_SEM,ActPas_SEM_DIFF,ActPass,3,3,active,1,name-occ,noun_switch,DIF,Mary visited the principal.,Mary visited the singer.
4,ActPas_SEM,ActPas_SEM_DIFF,ActPass,7,7,active,1,name-occ,verb_switch,DIF,Linda rescued the volunteer.,Linda embraced the volunteer.
4,ActPas_SEM,ActPas_SEM_DIFF,ActPass,11,11,active,1,name-occ,noun_switch,DIF,Elizabeth disliked the proprietor.,Elizabeth disliked the maid.
4,ActPas_SEM,ActPas_SEM_DIFF,ActPass,15,15,active,1,name-occ,verb_switch,DIF,Maria trusted the interpreter.,Maria located the translator.
4,ActPas_SEM,ActPas_SEM_DIFF,ActPass,19,19,active,1,name-occ,noun_switch,DIF,Margaret misinformed the sponsor.,Margaret misinformed the witness.
4,ActPas_SEM,ActPas_SEM_DIFF,ActPass,23,23,passive,1,name-occ,noun_switch,DIF,Lisa was discouraged by the spy.,Lisa was discouraged by the owner.
4,ActPas_SEM,ActPas_SEM_DIFF,ActPass,27,27,passive,1,name-occ,verb_switch,DIF,Daniel was called by the decorator.,Daniel was hired by the decorator.
4,ActPas_SEM,ActPas_SEM_DIFF,ActPass,31,31,passive,1,name-occ,noun_switch,DIF,Mark was encouraged by the apprentice.,Mark was encouraged by the researcher.
4,ActPas_SEM,ActPas_SEM_DIFF,ActPass,35,35,passive,1,name-occ,verb_switch,DIF,Richard was noticed by the thief.,Richard was murdered by the thief.
4,ActPas_SEM,ActPas_SEM_DIFF,ActPass,39,39,passive,1,name-occ,noun_switch,DIF,Mark was hugged by the cashier.,Mark was hugged by the headmaster.
4,ActPas_SEM,ActPas_SEM_SAME,ActPass,4,4,active,1,occ-name,noun_synon,SAME,The bystander overheard James.,The witness overheard James.
4,ActPas_SEM,ActPas_SEM_SAME,ActPass,8,8,active,1,occ-name,verb_synon,SAME,The electrician interrogated Robert.,The electrician questioned Robert.
4,ActPas_SEM,ActPas_SEM_SAME,ActPass,12,12,active,1,occ-name,noun_synon,SAME,The courier belittled William.,The messenger belittled William.
4,ActPas_SEM,ActPas_SEM_SAME,ActPass,16,16,active,1,occ-name,verb_synon,SAME,The florist employed George.,The florist hired George.
4,ActPas_SEM,ActPas_SEM_SAME,ActPass,20,20,active,1,occ-name,verb_synon,SAME,The performer drew Joseph.,The performer painted Joseph.
4,ActPas_SEM,ActPas_SEM_SAME,ActPass,24,24,passive,1,occ-name,noun_synon,SAME,The prisoner was seen by Nancy.,The inmate was seen by Nancy.
4,ActPas_SEM,ActPas_SEM_SAME,ActPass,28,28,passive,1,occ-name,verb_synon,SAME,The pop-star was rushed by Lauren.,The pop-star was hurried by Lauren.
4,ActPas_SEM,ActPas_SEM_SAME,ActPass,32,32,passive,1,occ-name,noun_synon,SAME,The housekeeper was thanked by Sandra.,The maid was thanked by Sandra.
4,ActPas_SEM,ActPas_SEM_SAME,ActPass,36,36,passive,1,occ-name,verb_synon,SAME,The repairman was chastised by Kenneth.,The repairman was scolded by Kenneth.
4,ActPas_SEM,ActPas_SEM_SAME,ActPass,40,40,passive,1,occ-name,verb_synon,SAME,The sailor was helped by Thomas.,The sailor was assisted by Thomas.
4,ActPas_SYNT,ActPas_SYNT_DIFF,ActPass,1,1,active,1,name-occ,NA,DIF,Anna invited the composer.,The composer invited Anna.
4,ActPas_SYNT,ActPas_SYNT_DIFF,ActPass,5,5,active,1,name-occ,NA,DIF,Patricia praised the magician.,The magician praised Patricia.
4,ActPas_SYNT,ActPas_SYNT_DIFF,ActPass,9,9,active,1,name-occ,NA,DIF,Barbara angered the pharmacist.,The pharmacist angered Barbara.
4,ActPas_SYNT,ActPas_SYNT_DIFF,ActPass,13,13,active,0,name-occ,NA,DIF,Jennifer criticized the secretary.,Jennifer was criticized by the secretary.
4,ActPas_SYNT,ActPas_SYNT_DIFF,ActPass,17,17,active,0,name-occ,NA,DIF,Susan cautioned the waiter.,Susan was cautioned by the waiter.
4,ActPas_SYNT,ActPas_SYNT_DIFF,ActPass,21,21,passive,0,name-occ,NA,DIF,Dorothy was respected by the attorney.,Dorothy respected the attorney.
4,ActPas_SYNT,ActPas_SYNT_DIFF,ActPass,25,25,passive,0,name-occ,NA,DIF,Christopher was convinced by the vocalist.,Christopher convinced the vocalist.
4,ActPas_SYNT,ActPas_SYNT_DIFF,ActPass,29,29,passive,0,name-occ,NA,DIF,Paul was blamed by the playwright.,Paul blamed the playwright.
4,ActPas_SYNT,ActPas_SYNT_DIFF,ActPass,33,33,passive,1,name-occ,NA,DIF,Ruth was congratulated by the newscaster.,The newscaster was congratulated by Ruth.
4,ActPas_SYNT,ActPas_SYNT_DIFF,ActPass,37,37,passive,1,name-occ,NA,DIF,Carol was chosen by the banker.,The banker was chosen by Carol.
4,ActPas_SYNT,ActPas_SYNT_SAME,ActPass,2,2,active,0,occ-name,NA,SAME,The orator consulted Jack.,Jack was consulted by the orator.
4,ActPas_SYNT,ActPas_SYNT_SAME,ActPass,6,6,active,0,occ-name,NA,SAME,The comedian ridiculed John.,John was ridiculed by the comedian.
4,ActPas_SYNT,ActPas_SYNT_SAME,ActPass,10,10,active,0,occ-name,NA,SAME,The watchmaker compensated Michael.,Michael was compensated by the watchmaker.
4,ActPas_SYNT,ActPas_SYNT_SAME,ActPass,14,14,active,0,occ-name,NA,SAME,The scientist flattered David.,David was flattered by the scientist.
4,ActPas_SYNT,ActPas_SYNT_SAME,ActPass,18,18,active,0,occ-name,NA,SAME,The politician killed Charles.,Charles was killed by the politician.
4,ActPas_SYNT,ActPas_SYNT_SAME,ActPass,22,22,passive,0,occ-name,NA,SAME,The bricklayer was complimented by Sharon.,Sharon complimented the bricklayer.
4,ActPas_SYNT,ActPas_SYNT_SAME,ActPass,26,26,passive,0,occ-name,NA,SAME,The consultant was welcomed by Karen.,Karen welcomed the consultant
4,ActPas_SYNT,ActPas_SYNT_SAME,ActPass,30,30,passive,0,occ-name,NA,SAME,The novelist was pushed by Helen.,Helen pushed the novelist.
4,ActPas_SYNT,ActPas_SYNT_SAME,ActPass,34,34,passive,0,occ-name,NA,SAME,The demonstrator was quoted by Donna.,Donna quoted the demonstrator.
4,ActPas_SYNT,ActPas_SYNT_SAME,ActPass,38,38,passive,0,occ-name,NA,SAME,The barber was found by Steven.,Steven found the barber.
4,DOPP_SEM,DOPP_SEM_DIFF,DOPP,3,43,DblObj,1,name-occ,occup_switch,DIF,Patricia handed the cleaner the keys.,Patricia handed the driver the keys.
4,DOPP_SEM,DOPP_SEM_DIFF,DOPP,7,47,DblObj,1,name-occ,obj_switch,DIF,Jerry provided the celebrity an airplane.,Jerry provided the celebrity a gown.
4,DOPP_SEM,DOPP_SEM_DIFF,DOPP,11,51,DblObj,1,name-occ,occup_switch,DIF,Brenda read the expert a passage.,Brenda read the writer a passage.
4,DOPP_SEM,DOPP_SEM_DIFF,DOPP,15,55,DblObj,1,name-occ,obj_switch,DIF,Gregory issued the dressmaker a check.,Gregory issued the dressmaker a uniform.
4,DOPP_SEM,DOPP_SEM_DIFF,DOPP,19,59,DblObj,1,name-occ,occup_switch,DIF,Melissa shipped the dealer some merchandise.,Melissa shipped the tailor some merchandise.
4,DOPP_SEM,DOPP_SEM_DIFF,DOPP,23,63,PP,1,name-occ,occup_switch,DIF,Michelle delivered a payment to the therapist.,Michelle delivered a payment to the illustrator.
4,DOPP_SEM,DOPP_SEM_DIFF,DOPP,27,67,PP,1,name-occ,obj_switch,DIF,Joseph lent a movie to the coach.,Joseph lent a coat to the coach.
4,DOPP_SEM,DOPP_SEM_DIFF,DOPP,31,71,PP,1,name-occ,occup_switch,DIF,Matthew threw some flowers to the actress.,Matthew threw some flowers to the ballerina.
4,DOPP_SEM,DOPP_SEM_DIFF,DOPP,35,75,PP,1,name-occ,obj_switch,DIF,Kimberly mailed the records to the policeman.,Kimberly mailed the memo to the policeman.
4,DOPP_SEM,DOPP_SEM_DIFF,DOPP,39,79,PP,1,name-occ,occup_switch,DIF,Gary threw the jacket to the manager.,Gary threw the jacket to the herder.
4,DOPP_SEM,DOPP_SEM_SAME,DOPP,4,44,DblObj,1,occ-name,occup_synon,SAME,The professor loaned Joshua a dictionary,The lecturer loaned Joshua a dictionary.
4,DOPP_SEM,DOPP_SEM_SAME,DOPP,8,48,DblObj,1,occ-name,obj_synon,SAME,The woman sold Anna a dress.,The woman sold Anna a gown.
4,DOPP_SEM,DOPP_SEM_SAME,DOPP,12,52,DblObj,1,occ-name,occup_synon,SAME,The chauffeur brought Frank the limousine.,The driver brought Frank the limousine.
4,DOPP_SEM,DOPP_SEM_SAME,DOPP,16,56,DblObj,1,occ-name,obj_synon,SAME,The neighbor brought Stephen a magazine.,The neighbor brought Stephen a periodical.
4,DOPP_SEM,DOPP_SEM_SAME,DOPP,20,60,DblObj,1,occ-name,obj_synon,SAME,The judge handed Virginia the revolver.,The judge handed Virginia the gun.
4,DOPP_SEM,DOPP_SEM_SAME,DOPP,24,64,PP,1,occ-name,occup_synon,SAME,The dancer tossed the costume to Amy.,The ballerina tossed the costume to Amy.
4,DOPP_SEM,DOPP_SEM_SAME,DOPP,28,68,PP,1,occ-name,obj_synon,SAME,The prosecutor delivered a message to Timothy.,The prosecutor delivered a letter to Timothy.
4,DOPP_SEM,DOPP_SEM_SAME,DOPP,32,72,PP,1,occ-name,occup_synon,SAME,The shepherd provided some compensation to Deborah.,The herder provided some compensation to Deborah.
4,DOPP_SEM,DOPP_SEM_SAME,DOPP,36,76,PP,1,occ-name,obj_synon,SAME,The distributor shipped a box to Shirley.,The distributor shipped a crate to Shirley.
4,DOPP_SEM,DOPP_SEM_SAME,DOPP,40,80,PP,1,occ-name,obj_synon,SAME,The visitor gave a gift to Natalie.,The visitor gave a present to Natalie.
4,DOPP_SYNT,DOPP_SYNT_DIFF,DOPP,1,41,DblObj,1,name-occ,NA,DIF,Amanda lent the cook some money.,The cook lent Amanda some money.
4,DOPP_SYNT,DOPP_SYNT_DIFF,DOPP,5,45,DblObj,1,name-occ,NA,DIF,Martha tossed the artist a pen.,The artist tossed Martha a pen.
4,DOPP_SYNT,DOPP_SYNT_DIFF,DOPP,9,49,DblObj,1,name-occ,NA,DIF,Kathleen gave the agent a picture.,The agent gave Kathleen a picture.
4,DOPP_SYNT,DOPP_SYNT_DIFF,DOPP,13,53,DblObj,0,name-occ,NA,DIF,Rebecca promised the runner some water.,The runner promised some water to Rebecca.
4,DOPP_SYNT,DOPP_SYNT_DIFF,DOPP,17,57,DblObj,0,name-occ,NA,DIF,Larry offered the customer a prize.,The customer offered a prize to Larry.
4,DOPP_SYNT,DOPP_SYNT_DIFF,DOPP,21,61,PP,1,name-occ,NA,DIF,Emily passed a towel to the fighter.,The fighter passed a towel to Emily.
4,DOPP_SYNT,DOPP_SYNT_DIFF,DOPP,25,65,PP,1,name-occ,NA,DIF,Cynthia read the request to the reporter.,The reporter read the request to Cynthia.
4,DOPP_SYNT,DOPP_SYNT_DIFF,DOPP,29,69,PP,1,name-occ,NA,DIF,Kevin slipped the reimbursement to the photographer.,The photographer slipped the reimbursement to Kevin.
4,DOPP_SYNT,DOPP_SYNT_DIFF,DOPP,33,73,PP,0,name-occ,NA,DIF,Jessica offered a lollipop to the kid.,The kid offered Jessica a lollipop.
4,DOPP_SYNT,DOPP_SYNT_DIFF,DOPP,37,77,PP,0,name-occ,NA,DIF,Sarah issued an outfit to the waitress.,The waitress issued Sarah an outfit.
4,DOPP_SYNT,DOPP_SYNT_SAME,DOPP,2,42,DblObj,0,occ-name,NA,SAME,The woodworker sent James a package.,The woodworker sent a package to James.
4,DOPP_SYNT,DOPP_SYNT_SAME,DOPP,6,46,DblObj,0,occ-name,NA,SAME,The mechanic showed Pamela the automobile.,The mechanic showed the automobile to Pamela.
4,DOPP_SYNT,DOPP_SYNT_SAME,DOPP,10,50,DblObj,0,occ-name,NA,SAME,The analyst promised Andrew a report.,The analyst promised a report to Andrew.
4,DOPP_SYNT,DOPP_SYNT_SAME,DOPP,14,54,DblObj,0,occ-name,NA,SAME,The filmmaker mailed Eric the script.,The filmmaker mailed the script to Eric.
4,DOPP_SYNT,DOPP_SYNT_SAME,DOPP,18,58,DblObj,0,occ-name,NA,SAME,The jeweler slipped Jeffrey a note.,The jeweler slipped a note to Jeffrey.
4,DOPP_SYNT,DOPP_SYNT_SAME,DOPP,22,62,PP,0,occ-name,NA,SAME,The bookkeeper loaned a calculator to Angela.,The bookkeeper loaned Angela a calculator.
4,DOPP_SYNT,DOPP_SYNT_SAME,DOPP,26,66,PP,0,occ-name,NA,SAME,The teacher passed the homework to Frank.,The teacher passed Frank the homework.
4,DOPP_SYNT,DOPP_SYNT_SAME,DOPP,30,70,PP,0,occ-name,NA,SAME,The percussionist sent an invitation to Laura.,The percussionist sent Laura an invitation.
4,DOPP_SYNT,DOPP_SYNT_SAME,DOPP,34,74,PP,0,occ-name,NA,SAME,The author showed the room to Jason.,The author showed Jason the room.
4,DOPP_SYNT,DOPP_SYNT_SAME,DOPP,38,78,PP,0,occ-name,NA,SAME,The millionaire sold the house to Anthony.,The millionaire sold Anthony the house.
